date,exercise_name,order,weight,rep
3/4/2021 2:11,Overhead Press (Barbell),4,132.2773573,8
3/4/2021 2:11,Lateral Raise (Dumbbell),1,30.86471671,20
3/4/2021 2:11,Lateral Raise (Dumbbell),2,30.86471671,20
3/4/2021 2:11,Lateral Raise (Dumbbell),3,30.86471671,20
3/4/2021 2:11,Lateral Raise (Dumbbell),4,17.63698097,15
3/4/2021 2:11,Chest Press (Machine),1,198.416036,8
3/4/2021 2:11,Chest Press (Machine),2,198.416036,9
3/4/2021 2:11,Triceps Extension,1,66.13867866,15
3/4/2021 2:11,Triceps Extension,2,66.13867866,15
3/4/2021 2:11,Bench Press (Barbell),1,44.09245244,8
3/4/2021 2:11,Bench Press (Barbell),2,110.2311311,8
3/4/2021 2:11,Bench Press (Barbell),3,154.3235835,5
3/4/2021 2:11,Bench Press (Barbell),4,176.3698097,11
3/4/2021 2:11,Bench Press (Barbell),5,176.3698097,11
3/4/2021 2:11,Bench Press (Barbell),6,176.3698097,9
3/4/2021 2:11,Bench Press (Barbell),7,176.3698097,9
3/4/2021 2:11,Chest Fly,1,130.0727347,12
3/4/2021 2:11,Chest Fly,2,130.0727347,12
3/4/2021 2:11,Chest Fly,3,130.0727347,12
3/4/2021 2:11,Overhead Press (Barbell),1,132.2773573,9
3/4/2021 2:11,Overhead Press (Barbell),2,132.2773573,9
3/4/2021 2:11,Overhead Press (Barbell),3,132.2773573,9
3/4/2021 2:11,Overhead Press (Barbell),4,132.2773573,8
3/4/2021 2:11,Lateral Raise (Dumbbell),1,30.86471671,20
3/4/2021 2:11,Lateral Raise (Dumbbell),2,30.86471671,20
3/4/2021 2:11,Lateral Raise (Dumbbell),3,30.86471671,20
3/4/2021 2:11,Lateral Raise (Dumbbell),4,17.63698097,15
3/4/2021 2:11,Chest Press (Machine),1,198.416036,8
3/4/2021 2:11,Chest Press (Machine),2,198.416036,9
3/4/2021 2:11,Triceps Extension,1,66.13867866,15
3/4/2021 2:11,Triceps Extension,2,66.13867866,15
3/6/2021 2:24,Chin Up,1,0,13
3/6/2021 2:24,Chin Up,2,0,11
3/6/2021 2:24,Chin Up,3,0,9
3/6/2021 2:24,Chin Up,4,0,8
3/6/2021 2:24,T Bar Row,1,137.7889139,8
3/6/2021 2:24,T Bar Row,2,137.7889139,8
3/6/2021 2:24,T Bar Row,3,137.7889139,8
3/6/2021 2:24,Lat Pulldown (Single Arm),1,141.0958478,12
3/6/2021 2:24,Lat Pulldown (Single Arm),2,141.0958478,10
3/6/2021 2:24,Lat Pulldown (Single Arm),3,130.0727347,9
3/6/2021 2:24,Hack Squat,1,286.6009408,8
3/6/2021 2:24,Hack Squat,2,286.6009408,8
3/6/2021 2:24,Hack Squat,3,286.6009408,8
3/6/2021 2:24,Reverse Fly (Machine),1,119.0496216,15
3/6/2021 2:24,Reverse Fly (Machine),2,119.0496216,15
3/6/2021 2:24,Bicep Curl (Barbell),1,55.11556555,17
3/6/2021 2:24,Bicep Curl (Barbell),2,55.11556555,15
3/8/2021 3:05,Bench Press (Barbell),1,44.09245244,5
3/8/2021 3:05,Bench Press (Barbell),2,110.2311311,5
3/8/2021 3:05,Bench Press (Barbell),3,176.3698097,3
3/8/2021 3:05,Bench Press (Barbell),4,203.9275925,6
3/8/2021 3:05,Bench Press (Barbell),5,203.9275925,5
3/8/2021 3:05,Bench Press (Barbell),6,203.9275925,5
3/8/2021 3:05,Bench Press (Barbell),7,203.9275925,5
3/8/2021 3:05,Chest Fly,1,130.0727347,12
3/8/2021 3:05,Chest Fly,2,130.0727347,12
3/8/2021 3:05,Chest Fly,3,130.0727347,12
3/8/2021 3:05,Overhead Press (Barbell),1,137.7889139,8
3/8/2021 3:05,Overhead Press (Barbell),2,137.7889139,8
3/8/2021 3:05,Overhead Press (Barbell),3,137.7889139,8
3/8/2021 3:05,Overhead Press (Barbell),4,137.7889139,8
3/8/2021 3:05,Lateral Raise (Dumbbell),1,35.27396195,16
3/8/2021 3:05,Lateral Raise (Dumbbell),2,35.27396195,16
3/8/2021 3:05,Lateral Raise (Dumbbell),3,35.27396195,14
3/8/2021 3:05,Lateral Raise (Dumbbell),4,17.63698097,15
3/8/2021 3:05,Chest Press (Machine),1,198.416036,10
3/8/2021 3:05,Chest Press (Machine),2,198.416036,10
3/8/2021 3:05,Chest Press (Machine),3,198.416036,9
3/8/2021 3:05,Triceps Pushdown (Cable - Straight Bar),1,79.36641439,15
3/8/2021 3:05,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,14
3/9/2021 3:24,Chin Up,1,44.09245244,6
3/9/2021 3:24,Chin Up,2,44.09245244,6
3/9/2021 3:24,Chin Up,3,44.09245244,5
3/9/2021 3:24,Chin Up,4,44.09245244,5
3/9/2021 3:24,T Bar Row,1,137.7889139,8
3/9/2021 3:24,T Bar Row,2,137.7889139,8
3/9/2021 3:24,T Bar Row,3,137.7889139,8
3/9/2021 3:24,Hack Squat,1,297.6240539,8
3/9/2021 3:24,Hack Squat,2,297.6240539,8
3/9/2021 3:24,Hack Squat,3,297.6240539,8
3/9/2021 3:24,Lat Pulldown (Single Arm),1,141.0958478,12
3/9/2021 3:24,Lat Pulldown (Single Arm),2,141.0958478,12
3/9/2021 3:24,Lat Pulldown (Single Arm),3,141.0958478,11
3/9/2021 3:24,Reverse Fly (Machine),1,119.0496216,15
3/9/2021 3:24,Reverse Fly (Machine),2,119.0496216,14
3/9/2021 3:24,Bicep Curl (Dumbbell),1,26.45547146,14
3/9/2021 3:24,Bicep Curl (Dumbbell),2,26.45547146,11
3/11/2021 3:00,Bench Press (Barbell),1,44.09245244,8
3/11/2021 3:00,Bench Press (Barbell),2,110.2311311,8
3/11/2021 3:00,Bench Press (Barbell),3,154.3235835,5
3/11/2021 3:00,Bench Press (Barbell),4,181.8813663,11
3/11/2021 3:00,Bench Press (Barbell),5,181.8813663,10
3/11/2021 3:00,Bench Press (Barbell),6,181.8813663,8
3/11/2021 3:00,Bench Press (Barbell),7,181.8813663,7
3/11/2021 3:00,Chest Fly,1,130.0727347,12
3/11/2021 3:00,Chest Fly,2,130.0727347,12
3/11/2021 3:00,Chest Fly,3,130.0727347,12
3/11/2021 3:00,Overhead Press (Barbell),1,143.3004704,8
3/11/2021 3:00,Overhead Press (Barbell),2,143.3004704,8
3/11/2021 3:00,Overhead Press (Barbell),3,143.3004704,8
3/11/2021 3:00,Overhead Press (Barbell),4,143.3004704,8
3/11/2021 3:00,Lateral Raise (Dumbbell),1,35.27396195,18
3/11/2021 3:00,Lateral Raise (Dumbbell),2,35.27396195,18
3/11/2021 3:00,Lateral Raise (Dumbbell),3,35.27396195,16
3/11/2021 3:00,Lateral Raise (Dumbbell),4,17.63698097,17
3/11/2021 3:00,Chest Press (Machine),1,203.9275925,11
3/11/2021 3:00,Chest Press (Machine),2,203.9275925,9
3/11/2021 3:00,Chest Press (Machine),3,203.9275925,7
3/11/2021 3:00,Triceps Extension,1,74.95716914,13
3/11/2021 3:00,Triceps Extension,2,74.95716914,10
3/12/2021 2:05,Chin Up,1,0,14
3/12/2021 2:05,Chin Up,2,0,12
3/12/2021 2:05,Chin Up,3,2.204622622,10
3/12/2021 2:05,Chin Up,4,0,10
3/12/2021 2:05,T Bar Row,1,137.7889139,8
3/12/2021 2:05,T Bar Row,2,137.7889139,8
3/12/2021 2:05,T Bar Row,3,137.7889139,8
3/12/2021 2:05,Lat Pulldown (Single Arm),1,141.0958478,12
3/12/2021 2:05,Lat Pulldown (Single Arm),2,141.0958478,12
3/12/2021 2:05,Lat Pulldown (Single Arm),3,141.0958478,11
3/12/2021 2:05,Hack Squat,1,297.6240539,8
3/12/2021 2:05,Hack Squat,2,297.6240539,8
3/12/2021 2:05,Hack Squat,3,297.6240539,8
3/12/2021 2:05,Reverse Fly (Machine),1,119.0496216,15
3/12/2021 2:05,Reverse Fly (Machine),2,119.0496216,15
3/12/2021 2:05,Bicep Curl (Barbell),1,55.11556555,17
3/12/2021 2:05,Bicep Curl (Barbell),2,55.11556555,14
3/12/2021 2:05,Bicep Curl (Barbell),3,44.09245244,10
3/15/2021 4:44,Bench Press (Barbell),1,44.09245244,5
3/15/2021 4:44,Bench Press (Barbell),2,110.2311311,5
3/15/2021 4:44,Bench Press (Barbell),3,176.3698097,3
3/15/2021 4:44,Bench Press (Barbell),4,209.4391491,4
3/15/2021 4:44,Bench Press (Barbell),5,198.416036,5
3/15/2021 4:44,Bench Press (Barbell),6,198.416036,5
3/15/2021 4:44,Bench Press (Barbell),7,198.416036,5
3/15/2021 4:44,Chest Fly,1,130.0727347,13
3/15/2021 4:44,Chest Fly,2,130.0727347,13
3/15/2021 4:44,Chest Fly,3,130.0727347,12
3/15/2021 4:44,Overhead Press (Barbell),1,143.3004704,8
3/15/2021 4:44,Overhead Press (Barbell),2,143.3004704,8
3/15/2021 4:44,Overhead Press (Barbell),3,143.3004704,8
3/15/2021 4:44,Overhead Press (Barbell),4,143.3004704,7
3/15/2021 4:44,Lateral Raise (Dumbbell),1,35.27396195,20
3/15/2021 4:44,Lateral Raise (Dumbbell),2,35.27396195,17
3/15/2021 4:44,Lateral Raise (Dumbbell),3,35.27396195,14
3/15/2021 4:44,Lateral Raise (Dumbbell),4,17.63698097,15
3/15/2021 4:44,Chest Press (Machine),1,198.416036,12
3/15/2021 4:44,Chest Press (Machine),2,198.416036,10
3/15/2021 4:44,Chest Press (Machine),3,198.416036,7
3/15/2021 4:44,Triceps Pushdown (Cable - Straight Bar),1,79.36641439,15
3/15/2021 4:44,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,14
3/16/2021 3:52,Chin Up,1,22.04622622,6
3/16/2021 3:52,Chin Up,2,22.04622622,6
3/16/2021 3:52,Chin Up,3,22.04622622,6
3/16/2021 3:52,T Bar Row,1,121.2542442,8
3/16/2021 3:52,T Bar Row,2,121.2542442,8
3/16/2021 3:52,Lat Pulldown (Single Arm),1,119.0496216,12
3/16/2021 3:52,Lat Pulldown (Single Arm),2,119.0496216,12
3/16/2021 3:52,Hack Squat,1,264.5547146,8
3/16/2021 3:52,Hack Squat,2,264.5547146,8
3/16/2021 3:52,Reverse Fly (Machine),1,103.6172632,15
3/16/2021 3:52,Reverse Fly (Machine),2,103.6172632,15
3/16/2021 3:52,Bicep Curl (Dumbbell),1,26.45547146,15
3/16/2021 3:52,Bicep Curl (Dumbbell),2,26.45547146,15
3/18/2021 4:22,Bench Press (Barbell),1,44.09245244,8
3/18/2021 4:22,Bench Press (Barbell),2,110.2311311,8
3/18/2021 4:22,Bench Press (Barbell),3,154.3235835,5
3/18/2021 4:22,Bench Press (Barbell),4,154.3235835,10
3/18/2021 4:22,Bench Press (Barbell),5,154.3235835,10
3/18/2021 4:22,Bench Press (Barbell),6,154.3235835,10
3/18/2021 4:22,Chest Fly,1,114.6403763,12
3/18/2021 4:22,Chest Fly,2,114.6403763,12
3/18/2021 4:22,Lateral Raise (Dumbbell),1,26.45547146,20
3/18/2021 4:22,Lateral Raise (Dumbbell),2,26.45547146,20
3/18/2021 4:22,Chest Press (Machine),1,187.3929229,10
3/18/2021 4:22,Chest Press (Machine),2,187.3929229,10
3/18/2021 4:22,Triceps Extension,1,66.13867866,12
3/19/2021 4:36,Chin Up,1,0,10
3/19/2021 4:36,Chin Up,2,0,10
3/19/2021 4:36,Chin Up,3,2.204622622,10
3/19/2021 4:36,T Bar Row,1,121.2542442,8
3/19/2021 4:36,T Bar Row,2,121.2542442,8
3/19/2021 4:36,Lat Pulldown (Single Arm),1,119.0496216,12
3/19/2021 4:36,Lat Pulldown (Single Arm),2,119.0496216,12
3/19/2021 4:36,Reverse Fly (Machine),1,103.6172632,15
3/22/2021 4:05,Bench Press (Barbell),1,44.09245244,5
3/22/2021 4:05,Bench Press (Barbell),2,110.2311311,5
3/22/2021 4:05,Bench Press (Barbell),3,176.3698097,3
3/22/2021 4:05,Bench Press (Barbell),4,203.9275925,6
3/22/2021 4:05,Bench Press (Barbell),5,203.9275925,5
3/22/2021 4:05,Bench Press (Barbell),6,203.9275925,5
3/22/2021 4:05,Bench Press (Barbell),7,203.9275925,5
3/22/2021 4:05,Chest Fly,1,130.0727347,13
3/22/2021 4:05,Chest Fly,2,130.0727347,12
3/22/2021 4:05,Chest Fly,3,130.0727347,12
3/22/2021 4:05,Overhead Press (Barbell),1,143.3004704,8
3/22/2021 4:05,Overhead Press (Barbell),2,143.3004704,8
3/22/2021 4:05,Overhead Press (Barbell),3,143.3004704,8
3/22/2021 4:05,Overhead Press (Barbell),4,143.3004704,8
3/22/2021 4:05,Lateral Raise (Dumbbell),1,30.86471671,20
3/22/2021 4:05,Lateral Raise (Dumbbell),2,30.86471671,20
3/22/2021 4:05,Lateral Raise (Dumbbell),3,30.86471671,19
3/22/2021 4:05,Lateral Raise (Dumbbell),4,17.63698097,15
3/22/2021 4:05,Chest Press (Machine),1,198.416036,13
3/22/2021 4:05,Chest Press (Machine),2,198.416036,10
3/22/2021 4:05,Chest Press (Machine),3,198.416036,8
3/22/2021 4:05,Triceps Pushdown (Cable - Straight Bar),1,79.36641439,15
3/22/2021 4:05,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,14
3/24/2021 3:25,Chin Up,1,44.09245244,6
3/24/2021 3:25,Chin Up,2,44.09245244,6
3/24/2021 3:25,Chin Up,3,44.09245244,5
3/24/2021 3:25,Chin Up,4,44.09245244,5
3/24/2021 3:25,T Bar Row,1,137.7889139,8
3/24/2021 3:25,T Bar Row,2,137.7889139,8
3/24/2021 3:25,T Bar Row,3,137.7889139,8
3/24/2021 3:25,Lat Pulldown (Single Arm),1,141.0958478,12
3/24/2021 3:25,Lat Pulldown (Single Arm),2,141.0958478,12
3/24/2021 3:25,Lat Pulldown (Single Arm),3,141.0958478,11
3/24/2021 3:25,Deadlift (Barbell),1,220.4622622,8
3/24/2021 3:25,Deadlift (Barbell),2,220.4622622,8
3/24/2021 3:25,Deadlift (Barbell),3,220.4622622,8
3/24/2021 3:25,Reverse Fly (Machine),1,119.0496216,15
3/24/2021 3:25,Reverse Fly (Machine),2,119.0496216,15
3/24/2021 3:25,Bicep Curl (Dumbbell),1,26.45547146,15
3/24/2021 3:25,Bicep Curl (Dumbbell),2,26.45547146,9
3/25/2021 4:21,Bench Press (Barbell),1,44.09245244,8
3/25/2021 4:21,Bench Press (Barbell),2,110.2311311,8
3/25/2021 4:21,Bench Press (Barbell),3,154.3235835,5
3/25/2021 4:21,Bench Press (Barbell),4,176.3698097,12
3/25/2021 4:21,Bench Press (Barbell),5,176.3698097,11
3/25/2021 4:21,Bench Press (Barbell),6,176.3698097,9
3/25/2021 4:21,Bench Press (Barbell),7,176.3698097,8
3/25/2021 4:21,Chest Fly,1,130.0727347,12
3/25/2021 4:21,Chest Fly,2,130.0727347,12
3/25/2021 4:21,Chest Fly,3,130.0727347,12
3/25/2021 4:21,Overhead Press (Barbell),1,148.812027,8
3/25/2021 4:21,Overhead Press (Barbell),2,148.812027,7
3/25/2021 4:21,Overhead Press (Barbell),3,148.812027,6
3/25/2021 4:21,Overhead Press (Barbell),4,148.812027,6
3/25/2021 4:21,Lateral Raise (Dumbbell),1,35.27396195,18
3/25/2021 4:21,Lateral Raise (Dumbbell),2,35.27396195,18
3/25/2021 4:21,Lateral Raise (Dumbbell),3,35.27396195,16
3/25/2021 4:21,Lateral Raise (Dumbbell),4,17.63698097,18
3/25/2021 4:21,Chest Press (Machine),1,198.416036,11
3/25/2021 4:21,Chest Press (Machine),2,198.416036,10
3/25/2021 4:21,Triceps Extension,1,66.13867866,16
3/25/2021 4:21,Triceps Extension,2,74.95716914,14
3/28/2021 3:49,Chin Up,1,0,14
3/28/2021 3:49,Chin Up,2,0,12
3/28/2021 3:49,Chin Up,3,0,10
3/28/2021 3:49,Chin Up,4,0,8
3/28/2021 3:49,T Bar Row,1,137.7889139,8
3/28/2021 3:49,T Bar Row,2,132.2773573,8
3/28/2021 3:49,T Bar Row,3,132.2773573,8
3/28/2021 3:49,Lat Pulldown (Single Arm),1,141.0958478,12
3/28/2021 3:49,Lat Pulldown (Single Arm),2,141.0958478,12
3/28/2021 3:49,Lat Pulldown (Single Arm),3,141.0958478,12
3/28/2021 3:49,Hack Squat,1,286.6009408,8
3/28/2021 3:49,Hack Squat,2,286.6009408,8
3/28/2021 3:49,Reverse Fly (Machine),1,123.4588668,15
3/28/2021 3:49,Reverse Fly (Machine),2,123.4588668,15
3/28/2021 3:49,Bicep Curl (Barbell),1,55.11556555,19
3/28/2021 3:49,Bicep Curl (Barbell),2,55.11556555,14
3/28/2021 3:49,Bicep Curl (Barbell),3,44.09245244,10
3/29/2021 4:26,Bench Press (Barbell),1,44.09245244,5
3/29/2021 4:26,Bench Press (Barbell),2,110.2311311,5
3/29/2021 4:26,Bench Press (Barbell),3,176.3698097,3
3/29/2021 4:26,Bench Press (Barbell),4,203.9275925,6
3/29/2021 4:26,Bench Press (Barbell),5,203.9275925,6
3/29/2021 4:26,Bench Press (Barbell),6,203.9275925,6
3/29/2021 4:26,Bench Press (Barbell),7,203.9275925,5
3/29/2021 4:26,Chest Fly,1,130.0727347,13
3/29/2021 4:26,Chest Fly,2,130.0727347,12
3/29/2021 4:26,Chest Fly,3,130.0727347,12
3/29/2021 4:26,Overhead Press (Barbell),1,148.812027,8
3/29/2021 4:26,Overhead Press (Barbell),2,148.812027,8
3/29/2021 4:26,Overhead Press (Barbell),3,148.812027,8
3/29/2021 4:26,Overhead Press (Barbell),4,148.812027,7
3/29/2021 4:26,Lateral Raise (Dumbbell),1,35.27396195,18
3/29/2021 4:26,Lateral Raise (Dumbbell),2,35.27396195,18
3/29/2021 4:26,Lateral Raise (Dumbbell),3,35.27396195,17
3/29/2021 4:26,Lateral Raise (Dumbbell),4,17.63698097,16
3/29/2021 4:26,Chest Press (Machine),1,198.416036,12
3/29/2021 4:26,Chest Press (Machine),2,198.416036,9
3/29/2021 4:26,Triceps Pushdown (Cable - Straight Bar),1,79.36641439,15
3/29/2021 4:26,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,14
3/31/2021 3:44,Chin Up,1,44.09245244,6
3/31/2021 3:44,Chin Up,2,44.09245244,6
3/31/2021 3:44,Chin Up,3,44.09245244,6
3/31/2021 3:44,Chin Up,4,44.09245244,5
3/31/2021 3:44,T Bar Row,1,132.2773573,9
3/31/2021 3:44,T Bar Row,2,132.2773573,9
3/31/2021 3:44,T Bar Row,3,132.2773573,8
3/31/2021 3:44,Lat Pulldown (Single Arm),1,141.0958478,12
3/31/2021 3:44,Lat Pulldown (Single Arm),2,141.0958478,12
3/31/2021 3:44,Lat Pulldown (Single Arm),3,141.0958478,12
3/31/2021 3:44,Deadlift (Barbell),1,220.4622622,8
3/31/2021 3:44,Deadlift (Barbell),2,220.4622622,7
3/31/2021 3:44,Reverse Fly (Machine),1,123.4588668,20
3/31/2021 3:44,Reverse Fly (Machine),2,123.4588668,16
3/31/2021 3:44,Bicep Curl (Dumbbell),1,26.45547146,15
3/31/2021 3:44,Bicep Curl (Dumbbell),2,26.45547146,11
4/2/2021 4:16,Bench Press (Barbell),1,44.09245244,8
4/2/2021 4:16,Bench Press (Barbell),2,110.2311311,8
4/2/2021 4:16,Bench Press (Barbell),3,154.3235835,5
4/2/2021 4:16,Bench Press (Barbell),4,176.3698097,12
4/2/2021 4:16,Bench Press (Barbell),5,176.3698097,10
4/2/2021 4:16,Bench Press (Barbell),6,176.3698097,8
4/2/2021 4:16,Bench Press (Barbell),7,176.3698097,7
4/2/2021 4:16,Chest Fly,1,130.0727347,13
4/2/2021 4:16,Chest Fly,2,130.0727347,12
4/2/2021 4:16,Chest Fly,3,130.0727347,12
4/2/2021 4:16,Overhead Press (Barbell),1,148.812027,8
4/2/2021 4:16,Overhead Press (Barbell),2,148.812027,7
4/2/2021 4:16,Overhead Press (Barbell),3,148.812027,6
4/2/2021 4:16,Lateral Raise (Dumbbell),1,35.27396195,18
4/2/2021 4:16,Lateral Raise (Dumbbell),2,35.27396195,18
4/2/2021 4:16,Lateral Raise (Dumbbell),3,35.27396195,16
4/2/2021 4:16,Lateral Raise (Dumbbell),4,17.63698097,20
4/2/2021 4:16,Chest Press (Machine),1,198.416036,10
4/2/2021 4:16,Chest Press (Machine),2,198.416036,9
4/5/2021 2:20,Bench Press (Barbell),1,44.09245244,5
4/5/2021 2:20,Bench Press (Barbell),2,110.2311311,5
4/5/2021 2:20,Bench Press (Barbell),3,176.3698097,3
4/5/2021 2:20,Bench Press (Barbell),4,203.9275925,6
4/5/2021 2:20,Bench Press (Barbell),5,203.9275925,6
4/5/2021 2:20,Bench Press (Barbell),6,203.9275925,6
4/5/2021 2:20,Bench Press (Barbell),7,203.9275925,6
4/5/2021 2:20,Chest Fly,1,130.0727347,13
4/5/2021 2:20,Chest Fly,2,130.0727347,12
4/5/2021 2:20,Chest Fly,3,130.0727347,12
4/5/2021 2:20,Overhead Press (Barbell),1,148.812027,8
4/5/2021 2:20,Overhead Press (Barbell),2,148.812027,8
4/5/2021 2:20,Overhead Press (Barbell),3,148.812027,8
4/5/2021 2:20,Overhead Press (Barbell),4,148.812027,8
4/5/2021 2:20,Lateral Raise (Dumbbell),1,35.27396195,20
4/5/2021 2:20,Lateral Raise (Dumbbell),2,35.27396195,19
4/5/2021 2:20,Lateral Raise (Dumbbell),3,35.27396195,17
4/5/2021 2:20,Lateral Raise (Dumbbell),4,17.63698097,20
4/5/2021 2:20,Chest Press (Machine),1,198.416036,10
4/5/2021 2:20,Chest Press (Machine),2,198.416036,10
4/5/2021 2:20,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,18
4/5/2021 2:20,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,16
4/6/2021 4:20,Chin Up,1,44.09245244,6
4/6/2021 4:20,Chin Up,2,44.09245244,6
4/6/2021 4:20,Chin Up,3,44.09245244,5
4/6/2021 4:20,Chin Up,4,44.09245244,5
4/6/2021 4:20,T Bar Row,1,132.2773573,9
4/6/2021 4:20,T Bar Row,2,132.2773573,9
4/6/2021 4:20,T Bar Row,3,132.2773573,9
4/6/2021 4:20,Lat Pulldown (Single Arm),1,141.0958478,12
4/6/2021 4:20,Lat Pulldown (Single Arm),2,141.0958478,12
4/6/2021 4:20,Lat Pulldown (Single Arm),3,141.0958478,12
4/6/2021 4:20,Deadlift (Barbell),1,220.4622622,8
4/6/2021 4:20,Deadlift (Barbell),2,220.4622622,8
4/6/2021 4:20,Reverse Fly (Machine),1,123.4588668,20
4/6/2021 4:20,Reverse Fly (Machine),2,123.4588668,18
4/6/2021 4:20,Bicep Curl (Dumbbell),1,26.45547146,15
4/6/2021 4:20,Bicep Curl (Dumbbell),2,26.45547146,11
4/8/2021 3:27,Bench Press (Barbell),1,44.09245244,12
4/8/2021 3:27,Bench Press (Barbell),2,110.2311311,10
4/8/2021 3:27,Bench Press (Barbell),3,154.3235835,5
4/8/2021 3:27,Bench Press (Barbell),4,176.3698097,12
4/8/2021 3:27,Bench Press (Barbell),5,176.3698097,12
4/8/2021 3:27,Bench Press (Barbell),6,176.3698097,9
4/8/2021 3:27,Bench Press (Barbell),7,176.3698097,8
4/8/2021 3:27,Chest Fly,1,130.0727347,12
4/8/2021 3:27,Chest Fly,2,130.0727347,12
4/8/2021 3:27,Chest Fly,3,130.0727347,13
4/8/2021 3:27,Overhead Press (Barbell),1,148.812027,8
4/8/2021 3:27,Overhead Press (Barbell),2,148.812027,8
4/8/2021 3:27,Overhead Press (Barbell),3,148.812027,8
4/8/2021 3:27,Overhead Press (Barbell),4,148.812027,8
4/8/2021 3:27,Lateral Raise (Dumbbell),1,35.27396195,20
4/8/2021 3:27,Lateral Raise (Dumbbell),2,35.27396195,20
4/8/2021 3:27,Lateral Raise (Dumbbell),3,35.27396195,18
4/8/2021 3:27,Lateral Raise (Dumbbell),4,17.63698097,20
4/8/2021 3:27,Chest Press (Machine),1,198.416036,12
4/8/2021 3:27,Chest Press (Machine),2,198.416036,10
4/8/2021 3:27,Triceps Extension (Dumbbell),1,74.95716914,13
4/8/2021 3:27,Triceps Extension (Dumbbell),2,74.95716914,13
4/9/2021 3:08,Chin Up,1,0,14
4/9/2021 3:08,Chin Up,2,0,12
4/9/2021 3:08,Chin Up,3,0,10
4/9/2021 3:08,Chin Up,4,0,9
4/9/2021 3:08,T Bar Row,1,132.2773573,9
4/9/2021 3:08,T Bar Row,2,132.2773573,9
4/9/2021 3:08,T Bar Row,3,132.2773573,9
4/9/2021 3:08,Lat Pulldown (Single Arm),1,141.0958478,12
4/9/2021 3:08,Lat Pulldown (Single Arm),2,141.0958478,12
4/9/2021 3:08,Lat Pulldown (Single Arm),3,141.0958478,12
4/9/2021 3:08,Reverse Fly (Machine),1,130.0727347,18
4/9/2021 3:08,Reverse Fly (Machine),2,130.0727347,16
4/9/2021 3:08,Bicep Curl (Barbell),1,55.11556555,18
4/9/2021 3:08,Bicep Curl (Barbell),2,55.11556555,11
4/9/2021 3:08,Bicep Curl (Barbell),3,44.09245244,10
4/12/2021 3:45,Bench Press (Barbell),1,44.09245244,5
4/12/2021 3:45,Bench Press (Barbell),2,110.2311311,5
4/12/2021 3:45,Bench Press (Barbell),3,176.3698097,3
4/12/2021 3:45,Bench Press (Barbell),4,209.4391491,6
4/12/2021 3:45,Bench Press (Barbell),5,209.4391491,6
4/12/2021 3:45,Bench Press (Barbell),6,209.4391491,5
4/12/2021 3:45,Bench Press (Barbell),7,209.4391491,5
4/12/2021 3:45,Chest Fly,1,130.0727347,13
4/12/2021 3:45,Chest Fly,2,130.0727347,13
4/12/2021 3:45,Chest Fly,3,130.0727347,13
4/12/2021 3:45,Overhead Press (Barbell),1,148.812027,8
4/12/2021 3:45,Overhead Press (Barbell),2,148.812027,8
4/12/2021 3:45,Overhead Press (Barbell),3,148.812027,8
4/12/2021 3:45,Overhead Press (Barbell),4,148.812027,8
4/12/2021 3:45,Lateral Raise (Dumbbell),1,35.27396195,20
4/12/2021 3:45,Lateral Raise (Dumbbell),2,35.27396195,20
4/12/2021 3:45,Lateral Raise (Dumbbell),3,35.27396195,20
4/12/2021 3:45,Lateral Raise (Dumbbell),4,17.63698097,20
4/12/2021 3:45,Chest Press (Machine),1,198.416036,12
4/12/2021 3:45,Chest Press (Machine),2,198.416036,10
4/12/2021 3:45,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,20
4/12/2021 3:45,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,16
4/13/2021 3:31,Chin Up,1,44.09245244,6
4/13/2021 3:31,Chin Up,2,44.09245244,6
4/13/2021 3:31,Chin Up,3,44.09245244,6
4/13/2021 3:31,Chin Up,4,44.09245244,5
4/13/2021 3:31,T Bar Row,1,132.2773573,10
4/13/2021 3:31,T Bar Row,2,132.2773573,10
4/13/2021 3:31,T Bar Row,3,132.2773573,10
4/13/2021 3:31,Lat Pulldown (Single Arm),1,141.0958478,14
4/13/2021 3:31,Lat Pulldown (Single Arm),2,141.0958478,13
4/13/2021 3:31,Lat Pulldown (Single Arm),3,141.0958478,11
4/13/2021 3:31,Deadlift (Barbell),1,220.4622622,8
4/13/2021 3:31,Deadlift (Barbell),2,220.4622622,8
4/13/2021 3:31,Reverse Fly (Machine),1,130.0727347,19
4/13/2021 3:31,Reverse Fly (Machine),2,123.4588668,16
4/13/2021 3:31,Bicep Curl (Dumbbell),1,26.45547146,15
4/13/2021 3:31,Bicep Curl (Dumbbell),2,26.45547146,11
4/15/2021 4:15,Bench Press (Barbell),1,44.09245244,12
4/15/2021 4:15,Bench Press (Barbell),2,110.2311311,10
4/15/2021 4:15,Bench Press (Barbell),3,154.3235835,5
4/15/2021 4:15,Bench Press (Barbell),4,176.3698097,12
4/15/2021 4:15,Bench Press (Barbell),5,176.3698097,12
